Date_UT,RA_app,DEC_app,Helio_Ecl_Lon,Helio_Ecl_Lat,r,rdot,delta,deldot,VmagSn,VmagOb,S-O-T,S-O-T_flag,TDB-UT,Sky_motion,Sky_mot_PA,RelVel_ANG
1998-Jul-02 00:00,19 14 51.17,-19 05 03.4,286.4559,-22.9181,55.20208332105,14.4013456,55.2020833210458,14.4013456,15.8917139,15.8917073,0.0000,/*,0.0013,63.184112,0.0100696,161.16839
1998-Aug-01 00:00,19 15 01.04,-19 11 53.2,286.4836,-23.0356,55.45167158598,14.4101134,55.4516715859827,14.4101134,15.8868890,15.8868833,0.0000,/*,0.0013,63.183289,0.0099791,161.16037
1998-Aug-31 00:00,19 15 10.83,-19 18 39.4,286.5110,-23.1521,55.70141102986,14.4187990,55.7014110298638,14.4187990,15.8821460,15.8821414,0.0000,/*,0.0013,63.182646,0.0098898,161.15243
1998-Sep-30 00:00,19 15 20.54,-19 25 21.9,286.5383,-23.2676,55.95130028244,14.4273955,55.9513002824354,14.4273955,15.8774852,15.8774807,0.0000,/*,0.0013,63.182347,0.0098015,161.14415
1998-Oct-30 00:00,19 15 30.17,-19 32 00.8,286.5654,-23.3820,56.20133707166,14.4358296,56.2013370716601,14.4358296,15.8728440,15.8728391,0.0000,/*,0.0013,63.182475,0.0097144,161.13579
1998-Nov-29 00:00,19 15 39.73,-19 38 36.1,286.5922,-23.4954,56.45151870005,14.4441243,56.4515187000491,14.4441243,15.8682299,15.8682253,0.0000,/*,0.0013,63.183005,0.0096284,161.12784
1998-Dec-29 00:00,19 15 49.22,-19 45 07.9,286.6189,-23.6078,56.70184324761,14.4523257,56.7018432476083,14.4523257,15.8636788,15.8636745,0.0000,/*,0.0013,63.183802,0.0095435,161.12012
1999-Jan-28 00:00,19 15 58.63,-19 51 36.3,286.6454,-23.7192,56.95230901934,14.4604240,56.9523090193445,14.4604240,15.8591783,15.8591747,0.0000,/*,0.0012,64.184652,0.0094596,161.11269
1999-Feb-27 00:00,19 16 07.97,-19 58 01.2,286.6716,-23.8296,57.20291441826,14.4684632,57.2029144182624,14.4684632,15.8547611,15.8547591,0.0000,/*,0.0012,64.185324,0.0093767,161.10545
1999-Mar-29 00:00,19 16 17.24,-20 04 22.7,286.6977,-23.9391,57.45365874795,14.4764480,57.4536587479464,14.4764480,15.8504404,15.8504390,0.0000,/*,0.0012,64.185642,0.0092948,161.09769
1999-Apr-28 00:00,19 16 26.44,-20 10 40.9,286.7235,-24.0476,57.70454032059,14.4843034,57.7045403205918,14.4843034,15.8461558,15.8461542,0.0000,/*,0.0012,64.185530,0.0092139,161.08952
1999-May-28 00:00,19 16 35.57,-20 16 55.8,286.7492,-24.1551,57.95555674748,14.4920181,57.9555567474768,14.4920181,15.8418925,15.8418909,0.0000,/*,0.0012,64.185026,0.0091341,161.08129
1999-Jun-27 00:00,19 16 44.62,-20 23 07.5,286.7747,-24.2618,58.20670565860,14.4995871,58.2067056586047,14.4995871,15.8376459,15.8376432,0.0000,/*,0.0012,64.184264,0.0090553,161.07305
1999-Jul-27 00:00,19 16 53.61,-20 29 15.9,286.8000,-24.3675,58.45798426738,14.5070021,58.4579842673794,14.5070021,15.8333966,15.8333936,0.0000,/*,0.0012,64.183435,0.0089775,161.06546
1999-Aug-26 00:00,19 17 02.54,-20 35 21.1,286.8251,-24.4723,58.70939055092,14.5143433,58.7093905509177,14.5143433,15.8291995,15.8291979,0.0000,/*,0.0012,64.182748,0.0089005,161.05873
1999-Sep-25 00:00,19 17 11.39,-20 41 23.2,286.8500,-24.5762,58.96092384833,14.5216585,58.9609238483317,14.5216585,15.8250989,15.8250984,0.0000,/*,0.0012,64.182379,0.0088245,161.05218
1999-Oct-25 00:00,19 17 20.18,-20 47 22.2,286.8748,-24.6792,59.21258355364,14.5289411,59.2125835536406,14.5289411,15.8210880,15.8210890,0.0000,/*,0.0012,64.182432,0.0087493,161.04566
1999-Nov-24 00:00,19 17 28.90,-20 53 18.1,286.8993,-24.7813,59.46436924574,14.5362054,59.4643692457387,14.5362054,15.8171811,15.8171840,0.0000,/*,0.0012,64.182899,0.0086750,161.03878
1999-Dec-24 00:00,19 17 37.56,-20 59 11.0,286.9237,-24.8826,59.71628035409,14.5433975,59.7162803540907,14.5433975,15.8133455,15.8133482,0.0000,/*,0.0012,64.183662,0.0086016,161.03095
2000-Jan-23 00:00,19 17 46.15,-21 05 00.9,286.9479,-24.9830,59.96831487239,14.5504512,59.9683148723941,14.5504512,15.8095205,15.8095226,0.0000,/*,0.0012,64.184514,0.0085291,161.02274
2000-Feb-22 00:00,19 17 54.68,-21 10 47.9,286.9719,-25.0825,60.22047047383,14.5573853,60.2204704738325,14.5573853,15.8057128,15.8057152,0.0000,/*,0.0012,64.185225,0.0084576,161.01462
2000-Mar-23 00:00,19 18 03.14,-21 16 31.9,286.9958,-25.1813,60.47274528460,14.5642053,60.4727452845970,14.5642053,15.8019275,15.8019293,0.0000,/*,0.0012,64.185608,0.0083868,161.00652
2000-Apr-22 00:00,19 18 11.55,-21 22 13.0,287.0194,-25.2792,60.72513735193,14.5709322,60.7251373519290,14.5709322,15.7981713,15.7981736,0.0000,/*,0.0012,64.185567,0.0083169,160.99884
2000-May-22 00:00,19 18 19.89,-21 27 51.3,287.0430,-25.3762,60.97764559914,14.5776290,60.9776455991387,14.5776290,15.7944938,15.7944978,0.0000,/*,0.0012,64.185125,0.0082478,160.99136
2000-Jun-21 00:00,19 18 28.17,-21 33 26.8,287.0663,-25.4725,61.23026957279,14.5842773,61.2302695727890,14.5842773,15.7908897,15.7908942,0.0000,/*,0.0012,64.184399,0.0081795,160.98339
2000-Jul-21 00:00,19 18 36.40,-21 38 59.4,287.0895,-25.5680,61.48300801567,14.5908418,61.4830080156733,14.5908418,15.7873276,15.7873322,0.0000,/*,0.0012,64.183574,0.0081121,160.97510
2000-Aug-20 00:00,19 18 44.56,-21 44 29.3,287.1125,-25.6627,61.73585944670,14.5973242,61.7358594467027,14.5973242,15.7838065,15.7838114,0.0000,/*,0.0011,64.182855,0.0080454,160.96658
2000-Sep-19 00:00,19 18 52.67,-21 49 56.5,287.1354,-25.7566,61.98882222081,14.6036851,61.9888222208069,14.6036851,15.7802954,15.7802996,0.0000,/*,0.0011,64.182426,0.0079795,160.95785
2000-Oct-19 00:00,19 19 00.72,-21 55 21.0,287.1581,-25.8497,62.24189421434,14.6099424,62.2418942143421,14.6099424,15.7767963,15.7768007,0.0000,/*,0.0011,64.182404,0.0079144,160.94957
2000-Nov-18 00:00,19 19 08.71,-22 00 42.9,287.1806,-25.9421,62.49507425142,14.6161713,62.4950742514194,14.6161713,15.7733656,15.7733715,0.0000,/*,0.0011,64.182805,0.0078500,160.94168
2000-Dec-18 00:00,19 19 16.64,-22 06 02.1,287.2030,-26.0338,62.74836200963,14.6223716,62.7483620096313,14.6223716,15.7700091,15.7700161,0.0000,/*,0.0011,64.183528,0.0077864,160.93355
2001-Jan-17 00:00,19 19 24.52,-22 11 18.7,287.2253,-26.1246,63.00175697191,14.6285483,63.0017569719125,14.6285483,15.7667298,15.7667380,0.0000,/*,0.0011,64.184379,0.0077234,160.92507
2001-Feb-16 00:00,19 19 32.34,-22 16 32.7,287.2473,-26.2148,63.25525878871,14.6347041,63.2552587887108,14.6347041,15.7635353,15.7635446,0.0000,/*,0.0011,64.185124,0.0076612,160.91574
2001-Mar-18 00:00,19 19 40.11,-22 21 44.2,287.2693,-26.3042,63.50886642933,14.6407478,63.5088664293307,14.6407478,15.7603585,15.7603669,0.0000,/*,0.0011,64.185565,0.0075997,160.90536
2001-Apr-17 00:00,19 19 47.83,-22 26 53.2,287.2911,-26.3929,63.76257750678,14.6466446,63.7625775067841,14.6466446,15.7571621,15.7571694,0.0000,/*,0.0011,64.185593,0.0075390,160.89470
2001-May-17 00:00,19 19 55.49,-22 31 59.7,287.3127,-26.4809,64.01638969429,14.6524263,64.0163896942946,14.6524263,15.7539652,15.7539719,0.0000,/*,0.0011,64.185211,0.0074790,160.88414
2001-Jun-16 00:00,19 20 03.10,-22 37 03.7,287.3342,-26.5682,64.27030097662,14.6580858,64.2703009766167,14.6580858,15.7507582,15.7507644,0.0000,/*,0.0011,64.184525,0.0074197,160.87391
2001-Jul-16 00:00,19 20 10.66,-22 42 05.3,287.3556,-26.6548,64.52430965762,14.6636816,64.5243096576191,14.6636816,15.7475796,15.7475866,0.0000,/*,0.0011,64.183709,0.0073611,160.86432
2001-Aug-15 00:00,19 20 18.16,-22 47 04.5,287.3768,-26.7407,64.77841529236,14.6692831,64.7784152923553,14.6692831,15.7444882,15.7444969,0.0000,/*,0.0011,64.182966,0.0073030,160.85482
2001-Sep-14 00:00,19 20 25.62,-22 52 01.4,287.3979,-26.8259,65.03261774468,14.6748523,65.0326177446772,14.6748523,15.7414598,15.7414693,0.0000,/*,0.0011,64.182483,0.0072456,160.84484
2001-Oct-14 00:00,19 20 33.03,-22 56 55.9,287.4189,-26.9105,65.28691630922,14.6803758,65.2869163092223,14.6803758,15.7384827,15.7384928,0.0000,/*,0.0011,64.182390,0.0071889,160.83438
2001-Nov-13 00:00,19 20 40.38,-23 01 48.1,287.4397,-26.9944,65.54131016418,14.6858453,65.5413101641789,14.6858453,15.7355530,15.7355631,0.0000,/*,0.0011,64.182722,0.0071328,160.82318
2001-Dec-13 00:00,19 20 47.69,-23 06 38.0,287.4603,-27.0776,65.79579774892,14.6911929,65.7957977489221,14.6911929,15.7326133,15.7326225,0.0000,/*,0.0011,64.183399,0.0070774,160.81156
2002-Jan-12 00:00,19 20 54.95,-23 11 25.6,287.4809,-27.1602,66.05037706527,14.6964425,66.0503770652667,14.6964425,15.7296733,15.7296826,0.0000,/*,0.0011,64.184241,0.0070226,160.80013
2002-Feb-11 00:00,19 21 02.16,-23 16 10.9,287.5013,-27.2422,66.30504694175,14.7016482,66.3050469417484,14.7016482,15.7267767,15.7267864,0.0000,/*,0.0011,64.185018,0.0069684,160.78866
2002-Mar-13 00:00,19 21 09.33,-23 20 54.1,287.5216,-27.3235,66.55980642330,14.7067896,66.5598064233048,14.7067896,15.7239070,15.7239171,0.0000,/*,0.0011,64.185519,0.0069148,160.77704
2002-Apr-12 00:00,19 21 16.44,-23 25 35.1,287.5418,-27.4042,66.81465461588,14.7118928,66.8146546158795,14.7118928,15.7210840,15.7210951,0.0000,/*,0.0011,64.185618,0.0068618,160.76522
2002-May-12 00:00,19 21 23.52,-23 30 13.8,287.5618,-27.4843,67.06959101552,14.7169605,67.0695910155245,14.7169605,15.7183173,15.7183284,0.0000,/*,0.0011,64.185298,0.0068094,160.75256
2002-Jun-11 00:00,19 21 30.54,-23 34 50.5,287.5817,-27.5637,67.32461423392,14.7219105,67.3246142339246,14.7219105,15.7155402,15.7155502,0.0000,/*,0.0011,64.184651,0.0067577,160.73927
2002-Jul-11 00:00,19 21 37.53,-23 39 25.0,287.6015,-27.6426,67.57972212548,14.7267391,67.5797221254773,14.7267391,15.7127417,15.7127510,0.0000,/*,0.0010,64.183842,0.0067065,160.72599
2002-Aug-10 00:00,19 21 44.46,-23 43 57.4,287.6212,-27.7208,67.83491288442,14.7314728,67.8349128844236,14.7314728,15.7099416,15.7099499,0.0000,/*,0.0010,64.183074,0.0066559,160.71279
2002-Sep-09 00:00,19 21 51.36,-23 48 27.8,287.6408,-27.7985,68.09018471494,14.7361089,68.0901847149408,14.7361089,15.7071297,15.7071378,0.0000,/*,0.0010,64.182540,0.0066058,160.70015
2002-Oct-09 00:00,19 21 58.21,-23 52 56.1,287.6602,-27.8756,68.34553653141,14.7407203,68.3455365314084,14.7407203,15.7043597,15.7043694,0.0000,/*,0.0010,64.182379,0.0065563,160.68812
2002-Nov-08 00:00,19 22 05.02,-23 57 22.3,287.6796,-27.9521,68.60096847025,14.7453507,68.6009684702477,14.7453507,15.7016754,15.7016862,0.0000,/*,0.0010,64.182642,0.0065073,160.67576
2002-Dec-08 00:00,19 22 11.78,-24 01 46.6,287.6988,-28.0280,68.85648042751,14.7499572,68.8564804275137,14.7499572,15.6990442,15.6990559,0.0000,/*,0.0010,64.183271,0.0064587,160.66277
2003-Jan-07 00:00,19 22 18.50,-24 06 08.9,287.7179,-28.1033,69.11207187875,14.7545260,69.1120718787506,14.7545260,15.6964568,15.6964692,0.0000,/*,0.0010,64.184102,0.0064108,160.64899
2003-Feb-06 00:00,19 22 25.18,-24 10 29.2,287.7368,-28.1781,69.36774192072,14.7590104,69.3677419207178,14.7590104,15.6938818,15.6938927,0.0000,/*,0.0010,64.184908,0.0063634,160.63408
2003-Mar-08 00:00,19 22 31.82,-24 14 47.6,287.7557,-28.2524,69.62348835393,14.7633471,69.6234883539314,14.7633471,15.6912591,15.6912683,0.0000,/*,0.0010,64.185470,0.0063165,160.61890
2003-Apr-07 00:00,19 22 38.43,-24 19 04.0,287.7745,-28.3260,69.87930885818,14.7675737,69.8793088581769,14.7675737,15.6886099,15.6886188,0.0000,/*,0.0010,64.185641,0.0062702,160.60412
2003-May-07 00:00,19 22 44.99,-24 23 18.5,287.7932,-28.3992,70.13520198554,14.7717254,70.1352019855422,14.7717254,15.6859648,15.6859729,0.0000,/*,0.0010,64.185385,0.0062244,160.58951
2003-Jun-06 00:00,19 22 51.51,-24 27 31.2,287.8117,-28.4718,70.39116641218,14.7758146,70.3911664121779,14.7758146,15.6833277,15.6833361,0.0000,/*,0.0010,64.184778,0.0061790,160.57533
2003-Jul-06 00:00,19 22 57.99,-24 31 42.0,287.8302,-28.5439,70.64720150011,14.7798921,70.6472015001119,14.7798921,15.6807404,15.6807503,0.0000,/*,0.0010,64.183977,0.0061341,160.56127
2003-Aug-05 00:00,19 23 04.43,-24 35 51.0,287.8485,-28.6154,70.90330711115,14.7839388,70.9033071111502,14.7839388,15.6781978,15.6782073,0.0000,/*,0.0010,64.183184,0.0060897,160.54649
2003-Sep-04 00:00,19 23 10.84,-24 39 58.1,287.8668,-28.6864,71.15948211531,14.7879016,71.1594821153124,14.7879016,15.6756527,15.6756614,0.0000,/*,0.0010,64.182596,0.0060458,160.53133
2003-Oct-04 00:00,19 23 17.20,-24 44 03.4,287.8849,-28.7570,71.41572505239,14.7917877,71.4157250523870,14.7917877,15.6731064,15.6731151,0.0000,/*,0.0010,64.182367,0.0060024,160.51615
2003-Nov-03 00:00,19 23 23.53,-24 48 07.0,287.9030,-28.8270,71.67203463099,14.7955853,71.6720346309897,14.7955853,15.6705512,15.6705586,0.0000,/*,0.0010,64.182564,0.0059595,160.50085
2003-Dec-03 00:00,19 23 29.82,-24 52 08.8,287.9209,-28.8965,71.92840927330,14.7993088,71.9284092733001,14.7993088,15.6679887,15.6679960,0.0000,/*,0.0010,64.183145,0.0059170,160.48605
2004-Jan-02 00:00,19 23 36.08,-24 56 08.8,287.9388,-28.9655,72.18484824548,14.8030247,72.1848482454802,14.8030247,15.6654716,15.6654805,0.0000,/*,0.0010,64.183959,0.0058749,160.47156
2004-Feb-01 00:00,19 23 42.30,-25 00 07.2,287.9565,-29.0340,72.44135157257,14.8067262,72.4413515725721,14.8067262,15.6630037,15.6630128,0.0000,/*,0.0010,64.184788,0.0058332,160.45651
2004-Mar-02 00:00,19 23 48.48,-25 04 03.8,287.9742,-29.1020,72.69791870113,14.8103886,72.6979187011262,14.8103886,15.6605639,15.6605731,0.0000,/*,0.0010,64.185405,0.0057920,160.44089
2004-Apr-01 00:00,19 23 54.63,-25 07 58.7,287.9917,-29.1695,72.95454887138,14.8140031,72.9545488713821,14.8140031,15.6581474,15.6581566,0.0000,/*,0.0010,64.185649,0.0057512,160.42454
2004-May-01 00:00,19 24 00.74,-25 11 51.9,288.0092,-29.2366,73.21124076508,14.8174973,73.2112407650807,14.8174973,15.6556994,15.6557063,0.0000,/*,0.0010,64.185462,0.0057110,160.40739
2004-May-31 00:00,19 24 06.82,-25 15 43.5,288.0266,-29.3032,73.46799194482,14.8208515,73.4679919448200,14.8208515,15.6531924,15.6531974,0.0000,/*,0.0010,64.184900,0.0056711,160.39052
2004-Jun-30 00:00,19 24 12.86,-25 19 33.5,288.0438,-29.3693,73.72480040134,14.8241223,73.7248004013363,14.8241223,15.6506658,15.6506704,0.0000,/*,0.0010,64.184112,0.0056317,160.37437
2004-Jul-30 00:00,19 24 18.87,-25 23 21.8,288.0610,-29.4349,73.98166492138,14.8273225,73.9816649213773,14.8273225,15.6481310,15.6481350,0.0000,/*,0.0010,64.183298,0.0055927,160.35877
2004-Aug-29 00:00,19 24 24.85,-25 27 08.6,288.0781,-29.5001,74.23858459332,14.8304986,74.2385845933156,14.8304986,15.6456201,15.6456250,0.0000,/*,0.0010,64.182661,0.0055541,160.34386
2004-Sep-28 00:00,19 24 30.79,-25 30 53.7,288.0952,-29.5649,74.49555950459,14.8337047,74.4955595045943,14.8337047,15.6431819,15.6431885,0.0000,/*,0.0009,64.182364,0.0055158,160.32894
2004-Oct-28 00:00,19 24 36.70,-25 34 37.3,288.1121,-29.6292,74.75258987656,14.8368880,74.7525898765581,14.8368880,15.6407821,15.6407887,0.0000,/*,0.0009,64.182492,0.0054779,160.31324
2004-Nov-27 00:00,19 24 42.57,-25 38 19.3,288.1289,-29.6930,75.00967493593,14.8400137,75.0096749359326,14.8400137,15.6383897,15.6383959,0.0000,/*,0.0009,64.183020,0.0054405,160.29701
2004-Dec-27 00:00,19 24 48.42,-25 41 59.8,288.1457,-29.7564,75.26681362247,14.8430771,75.2668136224722,14.8430771,15.6360006,15.6360059,0.0000,/*,0.0009,64.183813,0.0054034,160.28030
2005-Jan-26 00:00,19 24 54.23,-25 45 38.8,288.1623,-29.8194,75.52400443380,14.8460263,75.5240044338010,14.8460263,15.6335708,15.6335744,0.0000,/*,0.0009,64.184659,0.0053667,160.26344
2005-Feb-25 00:00,19 25 00.01,-25 49 16.3,288.1789,-29.8820,75.78124552243,14.8488894,75.7812455224315,14.8488894,15.6311140,15.6311170,0.0000,/*,0.0009,64.185327,0.0053304,160.24715
2005-Mar-27 00:00,19 25 05.75,-25 52 52.2,288.1954,-29.9441,76.03853595788,14.8517285,76.0385359578791,14.8517285,15.6286815,15.6286848,0.0000,/*,0.0009,64.185641,0.0052945,160.23116
2005-Apr-26 00:00,19 25 11.47,-25 56 26.7,288.2118,-30.0058,76.29587520253,14.8545223,76.2958752025323,14.8545223,15.6262590,15.6262622,0.0000,/*,0.0009,64.185525,0.0052589,160.21514
2005-May-26 00:00,19 25 17.16,-25 59 59.8,288.2281,-30.0671,76.55326254164,14.8572816,76.5532625416362,14.8572816,15.6238544,15.6238578,0.0000,/*,0.0009,64.185018,0.0052237,160.19906
2005-Jun-25 00:00,19 25 22.81,-26 03 31.4,288.2444,-30.1279,76.81069747300,14.8600087,76.8106974729993,14.8600087,15.6214746,15.6214775,0.0000,/*,0.0009,64.184254,0.0051889,160.18246
2005-Jul-25 00:00,19 25 28.43,-26 07 01.5,288.2605,-30.1884,77.06817875855,14.8626270,77.0681787585511,14.8626270,15.6190564,15.6190575,0.0000,/*,0.0009,64.183425,0.0051544,160.16560
2005-Aug-24 00:00,19 25 34.03,-26 10 30.3,288.2766,-30.2485,77.32570448819,14.8651453,77.3257044881928,14.8651453,15.6165979,15.6165978,0.0000,/*,0.0009,64.182739,0.0051203,160.14933
2005-Sep-23 00:00,19 25 39.59,-26 13 57.6,288.2926,-30.3081,77.58327340936,14.8676155,77.5832734093591,14.8676155,15.6141398,15.6141392,0.0000,/*,0.0009,64.182372,0.0050866,160.13365
2005-Oct-23 00:00,19 25 45.13,-26 17 23.6,288.3086,-30.3674,77.84088463895,14.8700370,77.8408846389480,14.8700370,15.6116788,15.6116783,0.0000,/*,0.0009,64.182425,0.0050531,160.11868
2005-Nov-22 00:00,19 25 50.63,-26 20 48.2,288.3244,-30.4263,78.09853780938,14.8724664,78.0985378093769,14.8724664,15.6092588,15.6092600,0.0000,/*,0.0009,64.182893,0.0050200,160.10428
2005-Dec-22 00:00,19 25 56.11,-26 24 11.4,288.3402,-30.4847,78.35623347198,14.8749341,78.3562334719797,14.8749341,15.6069142,15.6069163,0.0000,/*,0.0009,64.183658,0.0049871,160.08934
2006-Jan-21 00:00,19 26 01.55,-26 27 33.3,288.3559,-30.5428,78.61397173910,14.8773672,78.6139717391009,14.8773672,15.6045891,15.6045909,0.0000,/*,0.0009,65.184515,0.0049546,160.07357
2006-Feb-20 00:00,19 26 06.97,-26 30 53.8,288.3715,-30.6005,78.87175152650,14.8797355,78.8717515264964,14.8797355,15.6022573,15.6022584,0.0000,/*,0.0009,65.185232,0.0049224,160.05722
2006-Mar-22 00:00,19 26 12.36,-26 34 13.1,288.3870,-30.6579,79.12957168793,14.8820153,79.1295716879348,14.8820153,15.5999015,15.5999003,0.0000,/*,0.0009,65.185620,0.0048906,160.04030
2006-Apr-21 00:00,19 26 17.72,-26 37 31.0,288.4025,-30.7148,79.38743014037,14.8841614,79.3874301403734,14.8841614,15.5974761,15.5974727,0.0000,/*,0.0009,65.185582,0.0048591,160.02381
2006-May-21 00:00,19 26 23.06,-26 40 47.6,288.4179,-30.7714,79.64532497555,14.8862291,79.6453249755522,14.8862291,15.5950178,15.5950141,0.0000,/*,0.0009,65.185138,0.0048280,160.00844
2006-Jun-20 00:00,19 26 28.36,-26 44 03.0,288.4332,-30.8277,79.90325546844,14.8882748,79.9032554684444,14.8882748,15.5925768,15.5925728,0.0000,/*,0.0009,65.184405,0.0047971,159.99364
2006-Jul-20 00:00,19 26 33.64,-26 47 17.0,288.4484,-30.8835,80.16122112703,14.8902959,80.1612211270271,14.8902959,15.5901488,15.5901453,0.0000,/*,0.0009,65.183569,0.0047665,159.97939
2006-Aug-19 00:00,19 26 38.89,-26 50 29.9,288.4636,-30.9390,80.41922181394,14.8923241,80.4192218139433,14.8923241,15.5877613,15.5877592,0.0000,/*,0.0009,65.182838,0.0047362,159.96535
2006-Sep-18 00:00,19 26 44.12,-26 53 41.5,288.4787,-30.9942,80.67725767822,14.8943396,80.6772576782185,14.8943396,15.5854077,15.5854048,0.0000,/*,0.0009,65.182399,0.0047061,159.95064
2006-Oct-18 00:00,19 26 49.31,-26 56 51.8,288.4937,-31.0490,80.93532779736,14.8962780,80.9353277973610,14.8962780,15.5830302,15.5830260,0.0000,/*,0.0009,65.182370,0.0046764,159.93582
2006-Nov-17 00:00,19 26 54.48,-27 00 01.0,288.5086,-31.1034,81.19343088289,14.8981536,81.1934308828871,14.8981536,15.5806348,15.5806303,0.0000,/*,0.0009,65.182769,0.0046470,159.92142
2006-Dec-17 00:00,19 26 59.62,-27 03 08.9,288.5235,-31.1576,81.45156609446,14.8999786,81.4515660944588,14.8999786,15.5782341,15.5782283,0.0000,/*,0.0009,65.183498,0.0046179,159.90724
2007-Jan-16 00:00,19 27 04.74,-27 06 15.7,288.5383,-31.2113,81.70973243611,14.9017566,81.7097324361059,14.9017566,15.5758241,15.5758182,0.0000,/*,0.0009,65.184363,0.0045890,159.89374
2007-Feb-15 00:00,19 27 09.83,-27 09 21.2,288.5530,-31.2648,81.96792954563,14.9035416,81.9679295456274,14.9035416,15.5734488,15.5734444,0.0000,/*,0.0009,65.185128,0.0045604,159.88071
2007-Mar-17 00:00,19 27 14.90,-27 12 25.6,288.5677,-31.3178,82.22615769995,14.9053258,82.2261576999501,14.9053258,15.5711124,15.5711077,0.0000,/*,0.0009,65.185589,0.0045320,159.86714
2007-Apr-16 00:00,19 27 19.93,-27 15 28.9,288.5823,-31.3706,82.48441637715,14.9070631,82.4844163771511,14.9070631,15.5687749,15.5687694,0.0000,/*,0.0009,65.185630,0.0045039,159.85324
2007-May-16 00:00,19 27 24.95,-27 18 30.9,288.5968,-31.4230,82.74270464987,14.9087444,82.7427046498732,14.9087444,15.5664280,15.5664219,0.0000,/*,0.0009,65.185251,0.0044761,159.83917
2007-Jun-15 00:00,19 27 29.93,-27 21 31.9,288.6113,-31.4751,83.00102132141,14.9103274,83.0010213214064,14.9103274,15.5640395,15.5640307,0.0000,/*,0.0009,65.184556,0.0044486,159.82501
2007-Jul-15 00:00,19 27 34.90,-27 24 31.7,288.6256,-31.5269,83.25936444631,14.9118068,83.2593644463053,14.9118068,15.5615934,15.5615829,0.0000,/*,0.0009,65.183721,0.0044214,159.81190
2007-Aug-14 00:00,19 27 39.83,-27 27 30.4,288.6400,-31.5784,83.51773278359,14.9132542,83.5177327835949,14.9132542,15.5591434,15.5591335,0.0000,/*,0.0008,65.182952,0.0043944,159.80016
2007-Sep-13 00:00,19 27 44.75,-27 30 28.0,288.6542,-31.6295,83.77612618027,14.9146954,83.7761261802721,14.9146954,15.5567157,15.5567059,0.0000,/*,0.0008,65.182444,0.0043677,159.78915
2007-Oct-13 00:00,19 27 49.63,-27 33 24.5,288.6684,-31.6804,84.03454464037,14.9161543,84.0345446403674,14.9161543,15.5543272,15.5543187,0.0000,/*,0.0008,65.182334,0.0043411,159.77879
2007-Nov-12 00:00,19 27 54.49,-27 36 19.9,288.6825,-31.7309,84.29298876790,14.9176624,84.2929887678960,14.9176624,15.5520090,15.5520024,0.0000,/*,0.0008,65.182660,0.0043147,159.76832
2007-Dec-12 00:00,19 27 59.33,-27 39 14.3,288.6965,-31.7811,84.55145905613,14.9191560,84.5514590561347,14.9191560,15.5497179,15.5497105,0.0000,/*,0.0008,65.183345,0.0042886,159.75693
2008-Jan-11 00:00,19 28 04.14,-27 42 07.6,288.7105,-31.8310,84.80995469020,14.9205849,84.8099546902038,14.9205849,15.5474076,15.5473988,0.0000,/*,0.0008,65.184207,0.0042628,159.74524
2008-Feb-10 00:00,19 28 08.93,-27 44 59.8,288.7244,-31.8807,85.06847453648,14.9219554,85.0684745364823,14.9219554,15.5450796,15.5450698,0.0000,/*,0.0008,65.185012,0.0042372,159.73371
2008-Mar-11 00:00,19 28 13.70,-27 47 51.0,288.7382,-31.9300,85.32701743426,14.9232408,85.3270174342575,14.9232408,15.5427116,15.5427000,0.0000,/*,0.0008,65.185543,0.0042119,159.72256
2008-Apr-10 00:00,19 28 18.44,-27 50 41.2,288.7520,-31.9790,85.58558206490,14.9244737,85.5855820648989,14.9244737,15.5403224,15.5403104,0.0000,/*,0.0008,65.185664,0.0041868,159.71253
2008-May-10 00:00,19 28 23.15,-27 53 30.3,288.7657,-32.0277,85.84416810062,14.9257208,85.8441681006196,14.9257208,15.5379677,15.5379568,0.0000,/*,0.0008,65.185354,0.0041619,159.70326
2008-Jun-09 00:00,19 28 27.84,-27 56 18.4,288.7793,-32.0761,86.10277572746,14.9269592,86.1027757274613,14.9269592,15.5356354,15.5356246,0.0000,/*,0.0008,65.184702,0.0041372,159.69405
2008-Jul-09 00:00,19 28 32.51,-27 59 05.5,288.7929,-32.1243,86.36140468074,14.9281817,86.3614046807413,14.9281817,15.5333179,15.5333070,0.0000,/*,0.0008,65.183876,0.0041127,159.68500
2008-Aug-08 00:00,19 28 37.16,-28 01 51.6,288.8064,-32.1721,86.62005471023,14.9293894,86.6200547102323,14.9293894,15.5310185,15.5310072,0.0000,/*,0.0008,65.183080,0.0040885,159.67586
2008-Sep-07 00:00,19 28 41.78,-28 04 36.8,288.8198,-32.2197,86.87872505600,14.9305205,86.8787250560020,14.9305205,15.5286858,15.5286728,0.0000,/*,0.0008,65.182513,0.0040645,159.66692
2008-Oct-07 00:00,19 28 46.38,-28 07 20.9,288.8332,-32.2670,87.13741443323,14.9315941,87.1374144332282,14.9315941,15.5263264,15.5263127,0.0000,/*,0.0008,65.182323,0.0040407,159.65911
2008-Nov-06 00:00,19 28 50.95,-28 10 04.1,288.8465,-32.3140,87.39612242223,14.9326762,87.3961224222294,14.9326762,15.5239937,15.5239807,0.0000,/*,0.0008,65.182569,0.0040170,159.65228
